0,	12.318003750631462
3,	 8.20983630400927
5,	 6.089566568660994
7,	 4.469217648364095
9,	 4.443249706433819
11,	 5.055869292460759
13,	 5.776496729032451
15,	 7.044206464627855
17,	 7.078317331027594
19,	 6.109780041989137
21,	 4.756566470671473
23,	 3.4578734920098233
25,	 3.2304070974396417
27,	 3.391581704292962
28,	 3.250158944712763
30,	 4.11210728163074
31,	 4.17296818624338
32,	 4.6229131528494225
33,	 4.15428849561241
35,	 2.2698434182824254
37,	 0.8890991300576628
38,	 0.6349524488524456
39,	 0.5704269782634673
40,	 0.3297490271901366
41,	0.223457577